chart_id,model,question,explanation,vega_lite_spec,spec
0bgcjlbz7nv5vnjc,gpt-5.4-nano,What is the average value of the difference between the three years with the largest difference between age groups?,"Find the difference in values for each year.
Sort the values in descending order.
Find the top 3 years with the highest difference.
Divide the values by three.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/bar/grouped/0bgcjlbz7nv5vnjc.csv""},""description"":""Grouped bar chart for 0bgcjlbz7nv5vnjc.csv"",""encoding"":{""color"":{""field"":""AgeGroup"",""legend"":{""labelFontSize"":16,""title"":""Age Group"",""titleFontSize"":18},""type"":""nominal""},""column"":{""field"":""Period"",""header"":{""labelFontSize"":16,""labelOrient"":""bottom"",""labelPadding"":10,""title"":""Period"",""titleFontSize"":20,""titleOrient"":""top""},""type"":""ordinal""},""x"":{""axis"":{""labelAlign"":""right"",""labelAngle"":-45,""labelBaseline"":""middle"",""labelFontSize"":16,""labelPadding"":5,""title"":""""},""field"":""AgeGroup"",""type"":""nominal""},""y"":{""axis"":{""grid"":false,""labelFontSize"":16,""title"":""Share (%)"",""titleFontSize"":20,""titlePadding"":10},""field"":""SharePercentage"",""type"":""quantitative""}},""mark"":""bar"",""title"":{""anchor"":""middle"",""fontSize"":26,""text"":""Obesity Share by Age Group Across Periods""}}","{""ops"":[{""absolute"":false,""by"":""Period"",""field"":""SharePercentage"",""groupA"":""11–15 years"",""groupB"":""5–10 years"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""pairDiff"",""seriesField"":""AgeGroup"",""signed"":true}],""ops2"":[{""field"":""SharePercentage"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""sort"",""order"":""desc""}],""ops3"":[{""from"":""left"",""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":3}},""n"":[1,2,3],""op"":""nth""}],""ops4"":[{""field"":""SharePercentage"",""id"":""n4"",""meta"":{""inputs"":[""n3""],""nodeId"":""n4"",""sentenceIndex"":4,""source"":""recursive_step=4;taskId=o4"",""view"":{""phase"":4}},""op"":""average""}],""text_chunks"":{""ops"":""Find the difference in values for each year."",""ops2"":""Sort the values in descending order."",""ops3"":""Find the top 3 years with the highest difference."",""ops4"":""Divide the values by three.""}}"
08iur64i01boakg5,gpt-5.4-nano,Which year has the highest difference in values between Male and Female?,"Find the difference between the male and female percentages for each year.
Sort the values in descending order.
Choose the highest value.","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/multiple/08iur64i01boakg5.csv""},""description"":""Multiple line chart for 08iur64i01boakg5.csv"",""height"":400,""layer"":[{""encoding"":{""color"":{""field"":""Gender"",""legend"":{""labelFontSize"":11,""title"":""Gender"",""titleFontSize"":12},""type"":""nominal""},""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Percentage of 25 to 29 year olds"",""titleFontSize"":13,""titlePadding"":10},""field"":""Percentage of 25 to 29 year olds"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""color"":{""field"":""Gender"",""type"":""nominal""},""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Gender"",""title"":""Gender"",""type"":""nominal""},{""field"":""Percentage of 25 to 29 year olds"",""title"":""Percentage of 25 to 29 year olds"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Percentage of 25 to 29 year olds"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""absolute"":false,""by"":""Year"",""field"":""Percentage of 25 to 29 year olds"",""groupA"":""Male"",""groupB"":""Female"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""pairDiff"",""seriesField"":""Gender"",""signed"":true}],""ops2"":[{""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""sort"",""order"":""desc"",""orderField"":""Year""}],""ops3"":[{""from"":""left"",""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""phase"":3}},""n"":1,""op"":""nth""}],""text_chunks"":{""ops"":""Find the difference between the male and female percentages for each year."",""ops2"":""Sort the values in descending order."",""ops3"":""Choose the highest value.""}}"
05qg5ubxklojfze7,gpt-5.4-nano,Which one has the highest percentage sum between major and minor?,"Find the sum of the major and minor problems of each of the problems.
Find the highest value among them.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/stacked/05qg5ubxklojfze7.csv""},""description"":""Stacked Bar chart for 05qg5ubxklojfze7.csv"",""encoding"":{""color"":{""field"":""Severity"",""type"":""nominal""},""x"":{""field"":""Problem"",""type"":""nominal""},""y"":{""field"":""Share_of_Respondents"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Share_of_Respondents"",""group"":[""Major problem"",""Minor problem""],""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""sum""}],""ops2"":[{""field"":""Share_of_Respondents"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""findExtremum"",""which"":""max""}],""text_chunks"":{""ops"":""Find the sum of the major and minor problems of each of the problems."",""ops2"":""Find the highest value among them.""}}"
0b9o2vahkw2a1bxy,gpt-5.4-nano,What is the difference between the value of the year with the highest percentage of no and the value of the year with the third highest percentage of yes?,"Sort the percentage values that answered no for each year in descending order.
Find the highest value.
Sort the percentage values that answered Yes for each year in descending order.
Find the third-highest value.
Find the difference between the two values obtained.","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/multiple/0b9o2vahkw2a1bxy.csv""},""description"":""Multiple line chart for 0b9o2vahkw2a1bxy.csv"",""height"":400,""layer"":[{""encoding"":{""color"":{""field"":""Opinion"",""legend"":{""labelFontSize"":11,""title"":""Opinion"",""titleFontSize"":12},""type"":""nominal""},""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Share of respondents"",""titleFontSize"":13,""titlePadding"":10},""field"":""Share of respondents"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""color"":{""field"":""Opinion"",""type"":""nominal""},""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Opinion"",""title"":""Opinion"",""type"":""nominal""},{""field"":""Share of respondents"",""title"":""Share of respondents"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Share of respondents"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Share of respondents"",""group"":""No"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""sort"",""order"":""desc""}],""ops2"":[{""from"":""left"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""n"":1,""op"":""nth""}],""ops3"":[{""field"":""Share of respondents"",""group"":""Yes"",""id"":""n3"",""meta"":{""inputs"":[],""nodeId"":""n3"",""sentenceIndex"":3,""source"":""recursive_step=3;taskId=o3"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""sort"",""order"":""desc""}],""ops4"":[{""from"":""left"",""id"":""n4"",""meta"":{""inputs"":[""n3""],""nodeId"":""n4"",""sentenceIndex"":4,""source"":""recursive_step=4;taskId=o4"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""n"":3,""op"":""nth""}],""ops5"":[{""id"":""n5"",""meta"":{""inputs"":[""n2"",""n4""],""nodeId"":""n5"",""sentenceIndex"":5,""source"":""recursive_step=5;taskId=o5"",""view"":{""phase"":3}},""op"":""diff"",""signed"":true,""targetA"":""ref:n2"",""targetB"":""ref:n4""}],""text_chunks"":{""ops"":""Sort the percentage values that answered no for each year in descending order."",""ops2"":""Find the highest value."",""ops3"":""Sort the percentage values that answered Yes for each year in descending order."",""ops4"":""Find the third-highest value."",""ops5"":""Find the difference between the two values obtained.""}}"
0v0l4wdbx7orkqz1,gpt-5.4-nano,"Which is more, the number of suicides under the age of 30 or over the age of 70?","- Filters the number of suicides under the age of 30 and over the age of 70, respectively.
- Add each value within each filtered group.
- Compare the magnitude of the total of each group.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/simple/0v0l4wdbx7orkqz1.csv""},""description"":""Simple Bar chart for 0v0l4wdbx7orkqz1.csv"",""encoding"":{""x"":{""field"":""Age group"",""type"":""nominal""},""y"":{""field"":""Suicides per 100,000 population"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Age group"",""id"":""n1"",""include"":[""15–19"",""20–24"",""25–29""],""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter""},{""field"":""Age group"",""id"":""n3"",""include"":[""70–74"",""75–79"",""80–84"",""85–89"",""90+""],""meta"":{""inputs"":[],""nodeId"":""n3"",""sentenceIndex"":1,""source"":""recursive_step=3;taskId=o3"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter""}],""ops2"":[{""field"":""Suicides per 100,000 population"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""sum""},{""field"":""Suicides per 100,000 population"",""id"":""n4"",""meta"":{""inputs"":[""n1""],""nodeId"":""n4"",""sentenceIndex"":2,""source"":""recursive_step=4;taskId=o4"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""sum""}],""ops3"":[{""id"":""n5"",""meta"":{""inputs"":[""n2"",""n4""],""nodeId"":""n5"",""sentenceIndex"":3,""source"":""recursive_step=5;taskId=o5"",""view"":{""phase"":3}},""op"":""compareBool"",""operator"":"">"",""targetA"":""ref:n2"",""targetB"":""ref:n4""}],""text_chunks"":{""ops"":""Filters the number of suicides under the age of 30 and over the age of 70, respectively."",""ops2"":""Add each value within each filtered group."",""ops3"":""Compare the magnitude of the total of each group.""}}"
14jud3ymyoonba4e,gpt-5.4-nano,Which sector accounted for the largest portion of this chart as a whole?,"- Add all year values for each sector by sector
- Find the largest value by comparing the sum of values for each sector added","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/stacked/14jud3ymyoonba4e.csv""},""description"":""Stacked Bar chart for 14jud3ymyoonba4e.csv"",""encoding"":{""color"":{""field"":""Sector"",""type"":""nominal""},""x"":{""field"":""Year"",""type"":""nominal""},""y"":{""field"":""Revenue_Million_Euros"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Revenue_Million_Euros"",""group"":""Global Nutritionals"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""sum""}],""ops2"":[{""field"":""Revenue_Million_Euros"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""findExtremum"",""which"":""max""}],""text_chunks"":{""ops"":""Add all year values for each sector by sector"",""ops2"":""Find the largest value by comparing the sum of values for each sector added""}}"
0vw6ydim9cff8ji6,gpt-5.4-nano,In which year did construction record the highest percentage?,- Compare the percentage values for all years in the construction sector to each other,"{""$schema"":""https://vega.github.io/schema/vega-lite/v3.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/bar/grouped/0vw6ydim9cff8ji6.csv""},""description"":""Grouped bar chart for 0vw6ydim9cff8ji6.csv"",""encoding"":{""color"":{""field"":""Period"",""type"":""nominal""},""column"":{""field"":""Industry Sector"",""header"":{},""type"":""ordinal""},""x"":{""axis"":{""title"":""""},""field"":""Period"",""type"":""nominal""},""y"":{""axis"":{""grid"":false},""field"":""Share of SMEs"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Industry Sector"",""id"":""n1"",""include"":[""Construction""],""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter""},{""field"":""Share of SMEs"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":1,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""findExtremum"",""which"":""max""}],""text_chunks"":{""ops"":""Compare the percentage values for all years in the construction sector to each other""}}"
5lhrulhnl0io2r81,gpt-5.4-nano,How many months were the month when the producer price index was lower than 210 in total?,"- Compare that the price index was lower than 210 for each month
- Counting the number of all low months","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/simple/5lhrulhnl0io2r81.csv""},""description"":""Simple line chart for 5lhrulhnl0io2r81.csv"",""height"":400,""layer"":[{""encoding"":{""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Month/Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Month/Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Producer Price Index (100=2009)"",""titleFontSize"":13,""titlePadding"":10},""field"":""Producer Price Index (100=2009)"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""tooltip"":[{""field"":""Month/Year"",""title"":""Month/Year"",""type"":""ordinal""},{""field"":""Producer Price Index (100=2009)"",""title"":""Producer Price Index (100=2009)"",""type"":""quantitative""}],""x"":{""field"":""Month/Year"",""type"":""ordinal""},""y"":{""field"":""Producer Price Index (100=2009)"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Producer Price Index (100=2009)"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter"",""operator"":""<"",""value"":210}],""ops2"":[{""field"":""Producer Price Index (100=2009)"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""count""}],""text_chunks"":{""ops"":""Compare that the price index was lower than 210 for each month"",""ops2"":""Counting the number of all low months""}}"
2hjkdo5w242alvjd,gpt-5.4-nano,Was the period from 2006 to 2011 longer than the period when people were more likely to be satisfied than the period when they were dissatisfied?,"- Filter responses only from 2006 to 2011
- Count the number of years over 50% of the respondents said they were satisfied
- Check the number is greater than 3","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/multiple/2hjkdo5w242alvjd.csv""},""description"":""Multiple line chart for 2hjkdo5w242alvjd.csv"",""height"":400,""layer"":[{""encoding"":{""color"":{""field"":""Opinion"",""legend"":{""labelFontSize"":11,""title"":""Opinion"",""titleFontSize"":12},""type"":""nominal""},""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Percentage_of_Respondents"",""titleFontSize"":13,""titlePadding"":10},""field"":""Percentage_of_Respondents"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""color"":{""field"":""Opinion"",""type"":""nominal""},""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Opinion"",""title"":""Opinion"",""type"":""nominal""},{""field"":""Percentage_of_Respondents"",""title"":""Percentage_of_Respondents"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Percentage_of_Respondents"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Year"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter"",""operator"":""between"",""value"":[""2006"",""2011""],""xKindHint"":""temporal""}],""ops2"":[{""field"":""Percentage_of_Respondents"",""group"":""Satisfied"",""id"":""n2"",""meta"":{""inputs"":[],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter"",""operator"":"">"",""value"":50},{""field"":""Percentage_of_Respondents"",""group"":""Satisfied"",""id"":""n3"",""meta"":{""inputs"":[""n2""],""nodeId"":""n3"",""sentenceIndex"":2,""source"":""recursive_step=3;taskId=o3"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""count""}],""ops3"":[{""field"":""Percentage_of_Respondents"",""group"":""Dissatisfied"",""id"":""n4"",""meta"":{""inputs"":[],""nodeId"":""n4"",""sentenceIndex"":3,""source"":""recursive_step=4;taskId=o4"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter"",""operator"":"">"",""value"":50},{""field"":""Percentage_of_Respondents"",""group"":""Dissatisfied"",""id"":""n5"",""meta"":{""inputs"":[""n1""],""nodeId"":""n5"",""sentenceIndex"":3,""source"":""recursive_step=5;taskId=o5"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""count""},{""id"":""n6"",""meta"":{""inputs"":[""n3"",""n5""],""nodeId"":""n6"",""sentenceIndex"":3,""source"":""recursive_step=6;taskId=o6"",""view"":{""phase"":3}},""op"":""compareBool"",""operator"":"">"",""targetA"":""ref:n3"",""targetB"":""ref:n5""}],""text_chunks"":{""ops"":""Filter responses only from 2006 to 2011"",""ops2"":""Count the number of years over 50% of the respondents said they were satisfied"",""ops3"":""Check the number is greater than 3""}}"
0vmvmj77j3p6vcy7,gpt-5.4-nano,What is the net income sum from 2010 to 2015?,"- Filters data from 2010 to 2015
- Add all filtered data.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/simple/0vmvmj77j3p6vcy7.csv""},""description"":""Simple Bar chart for 0vmvmj77j3p6vcy7.csv"",""encoding"":{""x"":{""field"":""Year"",""type"":""nominal""},""y"":{""field"":""Net income in USD"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Year"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter"",""operator"":""between"",""value"":[""2010"",""2015""],""xKindHint"":""nominal""}],""ops2"":[{""field"":""Net income in USD"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""sum""}],""text_chunks"":{""ops"":""Filters data from 2010 to 2015"",""ops2"":""Add all filtered data.""}}"
174uq759pluu079w,gpt-5.4-nano,What is the sum of Sony's rankings for 2017 and 2018?,"- Filtering from 2017 to 2018
- Find the ranking for each year of Sony
- Add each rank","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.0.0-rc4.json"",""data"":{""url"":""ChartQA/data/csv/bar/stacked/174uq759pluu079w.csv""},""description"":""Stacked Bar chart for 174uq759pluu079w.csv"",""encoding"":{""color"":{""field"":""Manufacturer"",""type"":""nominal""},""x"":{""field"":""Year"",""type"":""nominal""},""y"":{""field"":""Shipments_Million_Units"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Year"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""filter"",""operator"":""between"",""value"":[""2017"",""2018""],""xKindHint"":""temporal""}],""ops2"":[{""field"":""Shipments_Million_Units"",""group"":""Sony"",""id"":""n2"",""meta"":{""inputs"":[],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""parallelGroup"":""p1"",""phase"":1}},""op"":""retrieveValue"",""target"":""2017""},{""field"":""Shipments_Million_Units"",""group"":""Sony"",""id"":""n3"",""meta"":{""inputs"":[""n1""],""nodeId"":""n3"",""sentenceIndex"":2,""source"":""recursive_step=3;taskId=o3"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""retrieveValue"",""target"":""2018""}],""ops3"":[{""field"":""Shipments_Million_Units"",""id"":""n4"",""meta"":{""inputs"":[""n1""],""nodeId"":""n4"",""sentenceIndex"":3,""source"":""recursive_step=4;taskId=o4"",""view"":{""parallelGroup"":""p2"",""phase"":2}},""op"":""sum""}],""text_chunks"":{""ops"":""- Filtering from 2017 to 2018"",""ops2"":""- Find the ranking for each year of Sony"",""ops3"":""- Add each rank""}}"
0w5jptak9peti0mj,gpt-5.4-nano,How many years in total did APAC have the lowest annual revenue?,"- Check APAC's ranking for all years.
- Count the number of years in which APAC ranks lowest.","{""$schema"":""https://vega.github.io/schema/vega-lite/v3.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/bar/grouped/0w5jptak9peti0mj.csv""},""description"":""Grouped bar chart for 0w5jptak9peti0mj.csv"",""encoding"":{""color"":{""field"":""Region"",""type"":""nominal""},""column"":{""field"":""Year"",""header"":{},""type"":""ordinal""},""x"":{""axis"":{""title"":""""},""field"":""Region"",""type"":""nominal""},""y"":{""axis"":{""grid"":false},""field"":""Annual revenue in million USD"",""type"":""quantitative""}},""mark"":""bar""}","{""ops"":[{""field"":""Annual revenue in million USD"",""group"":""APAC"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o2"",""view"":{""phase"":1}},""op"":""findExtremum"",""which"":""min""}],""ops2"":[{""field"":""Annual revenue in million USD"",""group"":""APAC"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o3"",""view"":{""phase"":2}},""op"":""count""}],""text_chunks"":{""ops"":""Check APAC's ranking for all years."",""ops2"":""Count the number of years in which APAC ranks lowest.""}}"
5po479f2ju9lqv16,gpt-5.4-nano,What is the total from 2011 to 2017?,"- Filters data from 2011 to 2017
- Add all filtered data","{""$schema"":""https://vega.github.io/schema/vega-lite/v5.json"",""config"":{""axis"":{""domainWidth"":1},""view"":{""stroke"":""transparent""}},""data"":{""url"":""ChartQA/data/csv/line/simple/5po479f2ju9lqv16.csv""},""description"":""Simple line chart for 5po479f2ju9lqv16.csv"",""height"":400,""layer"":[{""encoding"":{""x"":{""axis"":{""labelAngle"":0,""labelFontSize"":11,""labelPadding"":5,""title"":""Year"",""titleFontSize"":13,""titlePadding"":10},""field"":""Year"",""type"":""ordinal""},""y"":{""axis"":{""labelFontSize"":11,""labelPadding"":5,""title"":""Inhabitants in billions"",""titleFontSize"":13,""titlePadding"":10},""field"":""Inhabitants in billions"",""type"":""quantitative""}},""mark"":{""point"":false,""tooltip"":true,""type"":""line""}},{""encoding"":{""tooltip"":[{""field"":""Year"",""title"":""Year"",""type"":""ordinal""},{""field"":""Inhabitants in billions"",""title"":""Inhabitants in billions"",""type"":""quantitative""}],""x"":{""field"":""Year"",""type"":""ordinal""},""y"":{""field"":""Inhabitants in billions"",""type"":""quantitative""}},""mark"":{""filled"":true,""size"":80,""tooltip"":true,""type"":""point""}}],""width"":600}","{""ops"":[{""field"":""Year"",""id"":""n1"",""meta"":{""inputs"":[],""nodeId"":""n1"",""sentenceIndex"":1,""source"":""recursive_step=1;taskId=o1"",""view"":{""phase"":1}},""op"":""filter"",""operator"":""between"",""value"":[""2011"",""2017""],""xKindHint"":""ordinal""}],""ops2"":[{""field"":""Inhabitants in billions"",""id"":""n2"",""meta"":{""inputs"":[""n1""],""nodeId"":""n2"",""sentenceIndex"":2,""source"":""recursive_step=2;taskId=o2"",""view"":{""phase"":2}},""op"":""sum""}],""text_chunks"":{""ops"":""Filters data from 2011 to 2017"",""ops2"":""Add all filtered data""}}"
